commune_nom,INSEE,pop,donnesgeo,area,elevation,blason
Saint-Vincent-sur-Oust,56239,1512,Point(-2.146388888 47.699722222),15.66,10,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Vincent-sur-Oust%20%28Morbihan%29.svg
Surzur,56248,4429,Point(-2.629722222 47.578333333),57.29,24,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Surzur%20%28Morbihan%29.svg
Saint-Congard,56211,764,Point(-2.317222222 47.770277777),21.87,25,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Congard%20%28Morbihan%29.svg
Rohan,56198,1636,Point(-2.752777777 48.068611111),23.43,110,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20fam%20fr%20Rohan.svg
Quistinic,56188,1431,Point(-3.134166666 47.905),42.95,150,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Quistinic%20%28Morbihan%29.svg
Saint-Nolff,56231,3779,Point(-2.651666666 47.703611111),25.92,79,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Nolff%20%28Morbihan%29.svg
Radenac,56189,1059,Point(-2.7125 47.962777777),21.65,100,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Radenac%20%28Morbihan%29.svg
Plumelec,56172,2680,Point(-2.640833333 47.837777777),58.36,27,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Plumelec%20%28Morbihan%29.svg
Plouay,56166,5670,Point(-3.33384 47.91444),67.33,83,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Plouay%20%28Morbihan%29.svg
Plouay,56166,5670,Point(-3.335277777 47.914722222),67.33,83,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Plouay%20%28Morbihan%29.svg
Hauterive,89200,390,Point(3.599166666 47.925555555),9.56,88,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Hauterive%20%28Yonne%29.svg
Chartres,28085,38578,Point(1.488333333 48.446666666),16.85,142,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Chartres.svg
Colmar,68066,69105,Point(7.355 48.081111111),66.57,197,http://commons.wikimedia.org/wiki/Special:FilePath/Image-Blason%20Colmar%2068.svg
Arras,62041,41019,Point(2.78 50.289166666),11.63,72,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Arras%20%28Pas-de-Calais%29.svg
Dinard,35093,10027,Point(-2.061666666 48.6325),7.84,28,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Dinard%20%28Ille-et-Vilaine%29.svg
Bourges,18033,64551,Point(2.395555555 47.083611111),68.74,153,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20Bourges.svg
Pau,64445,77130,Point(-0.37 43.300833333),31.51,205,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Pau%20%2864%29.svg
Albi,81004,48970,Point(2.145833333 43.928055555),44.26,169,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Albi%20%28Tarn%29.svg
Omex,65334,227,Point(-0.080277777 43.075555555),5.53,450,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Omex%20%2865%29.svg
Bourg-en-Bresse,01053,41527,Point(5.228055555 46.204722222),23.86,240,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Bourg-en-Bresse.svg
Issoire,63178,14822,Point(3.248888888 45.544166666),19.69,386,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Issoire%20%28Puy-de-D%C3%B4me%29.svg
Lafare,84059,116,Point(5.051388888 44.147222222),4.54,150,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lafare%20%28Vaucluse%29.svg
Angoulême,16015,41740,Point(0.159444444 45.649444444),21.85,100,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Angoul%C3%AAme%20%28Charente%29.svg
Saint-Couat-d'Aude,11337,404,Point(2.629444444 43.202777777),5.38,48,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Couat-d%27Aude%20%28Aude%29.svg
Rennes-les-Bains,11310,205,Point(2.318888888 42.918888888),18.77,310,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Rennes-les-Bains%20%28Aude%29.svg
Prigonrieux,24340,4157,Point(0.403611111 44.854166666),26.12,28,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Prigonrieux%20%28Dordogne%29.svg
Counozouls,11104,48,Point(2.227222222 42.732222222),27.8,942,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Counozouls%20%28Aude%29.svg
Jonquières,34122,476,Point(3.475833333 43.675277777),2.05,94,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Jonqui%C3%A8res%20%28H%C3%A9rault%29.svg
Saint-Saturnin-de-Lucian,34287,276,Point(3.470833333 43.694166666),9.83,150,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Saturnin-de-Lucian%20%28H%C3%A9rault%29.svg
Valmascle,34323,40,Point(3.298611111 43.596111111),6.99,180,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Valmascle%20%28H%C3%A9rault%29.svg
Lunel-Viel,34146,3932,Point(4.091666666 43.677777777),11.97,6,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lunel-Viel%20%28H%C3%A9rault%29.svg
Guzargues,34118,510,Point(3.925 43.7225),11.73,80,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Guzargues%2034.svg
Villetelle,34340,1433,Point(4.14 43.733888888),5.31,10,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Villetelle%20%28H%C3%A9rault%29.svg
Fenouillet,31182,5161,Point(1.393888888 43.679722222),9.51,115,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Fenouillet%2031.svg
Vézelay,89446,428,Point(3.745833333 47.465833333),21.83,302,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20V%C3%A9zelay%2089.svg
Amboise,37003,12610,Point(0.9825 47.411388888),40.65,52,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Amboise%20%28Indre-et-Loire%29.svg
Épernay,51230,22671,Point(3.959166666 49.04),22.69,93,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Epernay%2051.svg
Châtellerault,86066,31840,Point(0.545277777 46.816944444),51.93,60,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ch%C3%A2tellerault%20%28Vienne%29.svg
Palaiseau,91477,35514,Point(2.249722222 48.718333333),11.51,100,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Palaiseau.svg
Dole,39198,23708,Point(5.489722222 47.092222222),38.38,213,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Dole%20%28Jura%29.svg
Antony,92002,62570,Point(2.296666666 48.753333333),9.56,74,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Antony%20%28Hauts-de-Seine%29.svg
Aubervilliers,93001,86375,Point(2.3825 48.911111111),5.76,38,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Aubervilliers.svg
Villeneuve-sur-Lot,47323,22064,Point(0.704166666 44.406944444),81.32,55,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Villeneuve-sur-Lot%20%28Lot-et-Garonne%29.svg
Thonon-les-Bains,74281,34756,Point(6.479722222 46.370555555),16.21,425,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Thonon-les-Bains.svg
Sèvres,92072,23507,Point(2.210833333 48.823055555),3.91,95,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20S%C3%A8vres%2092.svg
Bruay-la-Buissière,62178,21831,Point(2.547777777 50.481111111),16.35,98,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Bruay-la-Buissi%C3%A8re.svg
Bâgé-la-Ville,01025,3200,Point(4.945277777 46.315555555),39.68,179,http://commons.wikimedia.org/wiki/Special:FilePath/Blason-B%C3%A2g%C3%A9-la-Ville.svg
Redon,35236,9014,Point(-2.084722222 47.651388888),15.09,1,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Redon%20%28Ille-et-Vilaine%29.svg
Clichy-sous-Bois,93014,29348,Point(2.547222222 48.909166666),3.95,98,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Clichy-sous-Bois%2093.svg
Épinay-sur-Seine,93031,55084,Point(2.308333333 48.954722222),4.57,56,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Epinay-sur-Seine%2093.svg
Castellane,04039,1524,Point(6.513333333 43.846666666),117.79,639,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Castellane.svg
Villefranche-sur-Mer,06159,5091,Point(7.311666666 43.704166666),4.88,17,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Villefranche-sur-Mer%2006.svg
Béthune,62119,24895,Point(2.64 50.529722222),9.46,26,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Rosny-sur-Seine01.svg
Langon,33227,7375,Point(-0.249444444 44.553055555),13.71,23,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Langon%20%28Gironde%29.svg
Pessac,33318,63808,Point(-0.632222222 44.805833333),38.82,35,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Pessac%20%28Gironde%29.svg
Pessac,33318,63808,Point(-0.64129 44.81011),38.82,35,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Pessac%20%28Gironde%29.svg
Mantes-la-Jolie,78361,44299,Point(1.716666666 48.990555555),9.38,34,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Mantes-la-Jolie01.svg
Thann,68334,7780,Point(7.104444444 47.806666666),12.51,343,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Thann%2068.svg
Riom,63300,19180,Point(3.1125 45.893611111),31.97,337,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Riom.svg
Avallon,89025,6572,Point(3.908333333 47.49),26.75,163,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Avallon%2089.svg
Avallon,89025,6572,Point(3.908333333 47.49),26.75,369,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Avallon%2089.svg
Barcelonnette,04019,2598,Point(6.6525 44.385833333),16.42,1135,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Barcelonette%2004.svg
Lannion,22113,19880,Point(-3.455277777 48.7325),43.91,107,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Lannion%20%28C%C3%B4tes-d%27Armor%29.svg
Brignoles,83023,17179,Point(6.061666666 43.405833333),70.53,215,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Ville%20fr%20Brignoles%2883%29.svg
Val-d'Isère,73304,1555,Point(6.977222222 45.449722222),94.39,1850,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Val-d%27Is%C3%A8re%20%28Savoie%29.svg
Muret,31395,24945,Point(1.325833333 43.460277777),57.84,169,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Muret%20%28Haute-Garonne%29.svg
Noisy-le-Grand,93051,68183,Point(2.558055555 48.843888888),12.95,95,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Noisy-le-Grand%20%28Seine-Saint-Denis%29.svg
Embrun,05046,6155,Point(6.495277777 44.565),36.39,1789,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Embrun.svg
Figeac,46102,9792,Point(2.031666666 44.608611111),35.16,225,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Figeac.svg
Argentan,61006,13823,Point(-0.020277777 48.744444444),18.18,160,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Argentan%20%28Orne%29.svg
Meaux,77284,54991,Point(2.887777777 48.959444444),14.95,49,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Meaux%20%28Seine-et-Marne%29.svg
Apt,84003,11425,Point(5.396388888 43.876111111),44.57,170,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Apt%20%28Vaucluse%29.svg
Apt,84003,11425,Point(5.396388888 43.876111111),44.57,567,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Apt%20%28Vaucluse%29.svg
Léhon,22123,3105,Point(-2.039444444 48.441944444),4.6,88,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20L%C3%A9hon%20%28C%C3%B4tes-d%27Armor%29.svg
Quintin,22262,2838,Point(-2.909444444 48.403611111),3.12,205,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Quintin%20%28C%C3%B4tes-d%27Armor%29.svg
Lafox,47128,1141,Point(0.701111111 44.168611111),5.23,53,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lafox%20%28Lot-et-Garonne%29.svg
Trémorel,22371,1152,Point(-2.288888888 48.199166666),33.76,100,http://commons.wikimedia.org/wiki/Special:FilePath/COA%20fr%20Tr%C3%A9muson.svg
La Richardais,35241,2295,Point(-2.035 48.606388888),3.14,30,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20La%20Richardais%20%28Ille-et-Vilaine%29.svg
Bettainvillers,54066,391,Point(5.905277777 49.300277777),4.53,297,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Bettainvillers%2054.svg
Marmont-Pachas,47158,169,Point(0.586666666 44.088611111),7.96,192,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Marmont-Pachas%2047.svg
Blénod-lès-Pont-à-Mousson,54079,4601,Point(6.047222222 48.883333333),9.58,182,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Bl%C3%A9nod-l%C3%A8s-Pont-%C3%A0-Mousson%20%28Meurthe-et-Moselle%29.svg
Varès,47316,671,Point(0.355555555 44.428333333),16.79,40,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20Var%C3%A8s%2047.svg
Cesson-Sévigné,35051,17526,Point(-1.603611111 48.120833333),32.14,46,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Cesson-S%C3%A9vign%C3%A9%20%28Ille-et-Vilaine%29.svg
Ancerville,55010,2752,Point(5.019722222 48.635833333),21.58,200,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20d%27Ancerville%20%2855%29.svg
Custines,54150,3079,Point(6.1425 48.791944444),11.76,182,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Custines%2054.svg
Fains-Véel,55186,2140,Point(5.126111111 48.790277777),18.3,177,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20la%20ville%20de%20Fains-V%C3%A9el%20%28Meuse%29.svg
Javerlhac-et-la-Chapelle-Saint-Robert,24214,846,Point(0.560555555 45.569722222),29.25,128,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Javerlhac-et-la-Chapelle-Saint-Robert%2024.svg
Agde,34003,28609,Point(3.475277777 43.31),50.81,110,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Agde%20%28H%C3%A9rault%29.svg
Arcachon,33009,11284,Point(-1.168888888 44.658611111),7.56,8,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Arcachon%20%28Gironde%29.svg
Sainte-Foy-de-Longas,24407,237,Point(0.750555555 44.925277777),16.18,50,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Sainte-Foy-de-Longas%20%28Dordogne%29.svg
Hendaye,64260,16484,Point(-1.774444444 43.358611111),7.95,25,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20d%27Hendaye.svg
Anglet,64024,38929,Point(-1.519444444 43.484166666),26.93,38,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Anglet.svg
Mende,48095,12134,Point(3.500555555 44.518333333),36.56,732,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Mende.svg
Meymac,19136,2366,Point(2.146944444 45.535833333),87.15,593,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Meymac%20%28Corr%C3%A8ze%29.svg
Oyonnax,01283,22427,Point(5.655 46.255555555),36.37,540,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Oyonnax%20%28Ain%29.svg
Peyrens,11284,496,Point(1.959722222 43.361666666),4.77,159,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Peyrens%2011.svg
Saint-Marcel-sur-Aude,11353,2005,Point(2.9225 43.243888888),8.37,9,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Marcel-sur-Aude%20%28Aude%29.svg
Mazerolles-du-Razès,11228,154,Point(2.071666666 43.138611111),8.22,219,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Mazerolles-du-Raz%C3%A8s%20%28Aude%29%20Hozier.svg
Fontiers-Cabardès,11150,454,Point(2.248055555 43.369722222),8.46,438,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Fontiers-Cabard%C3%A8s%20%28Aude%29.svg
Ambérieu-en-Bugey,01004,14035,Point(5.357777777 45.958055555),24.6,247,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Ville%201%20Amb%C3%A9rieu-en-Bugey.svg
Saint-Jean-de-Védas,34270,10008,Point(3.823888888 43.576388888),12.89,49,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Jean-de-V%C3%A9das%2034.svg
Les Ilhes,11174,52,Point(2.378055555 43.351666666),4.16,220,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Les%20Ilhes%20%28Aude%29.svg
Saint-Jean-de-Buèges,34264,197,Point(3.6175 43.828333333),16.9,144,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Jean-de-Bu%C3%A8ges%20%28H%C3%A9rault%29.svg
Molandier,11236,237,Point(1.715833333 43.246111111),19.84,226,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Molandier%20%28Aude%29.svg
Pomas,11293,887,Point(2.292222222 43.111666666),10.15,136,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Pomas%20%28Aude%29.svg
Rodome,11317,124,Point(2.07 42.798611111),11.77,718,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Rodome%20%28Aude%29.svg
Balsièges,48016,549,Point(3.457777777 44.480555555),32.88,652,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville-fr%20Balsieges%2048.svg
La Pomarède,11292,143,Point(1.95 43.404722222),13.08,198,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Pomar%C3%A8de%2011.svg
Évry,91228,54477,Point(2.429444444 48.623888888),8.33,53,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Evry.svg
Bègles,33039,28601,Point(-0.548888888 44.807777777),9.96,8,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20B%C3%A8gles%20%28Gironde%29.svg
Payra-sur-l'Hers,11275,205,Point(1.855 43.266111111),24.52,237,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Payra-sur-l%E2%80%99Hers%2011.svg
Le Bouscat,33069,23824,Point(-0.598611111 44.864722222),5.28,10,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Le%20Bouscat%20%28Gironde%29.svg
Lavérune,34134,3237,Point(3.805555555 43.585555555),7.18,17,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Lav%C3%A9rune%20%28H%C3%A9rault%29.svg
Talence,33522,42606,Point(-0.588308 44.808598),8.35,15,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Talence%20%28Gironde%29.svg
Rosis,34235,287,Point(3.004444444 43.666944444),52.91,272,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Rosis%20%28H%C3%A9rault%29.svg
Saint-Émilion,33394,1874,Point(-0.155833333 44.892777777),27.02,23,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-%C3%89milion%20%28Gironde%29.svg
Hyères,83069,55588,Point(6.128611111 43.118888888),132.38,40,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Hy%C3%A8res%2083.svg
Sancy,54491,318,Point(5.925 49.3475),13.19,340,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Sancy%20%28Meurthe-et-Moselle%29.svg
Anderny,54015,254,Point(5.882222222 49.335277777),9.62,294,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20anderny%2054.svg
La Fage-Montivernoux,48058,155,Point(3.1525 44.758055555),37.77,1030,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20La%20Fage%20Montivernoux%20%28Loz%C3%A8re%29.svg
Le Pont-de-Montvert,48116,327,Point(3.743611111 44.363333333),90.25,665,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Le-Pont-de-Montvert.svg
Le Monastier-Pin-Moriès,48099,1094,Point(3.254444444 44.514722222),19.3,610,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20-Le%20Monastier-Pin-Mories.svg
Recoules-d'Aubrac,48123,186,Point(3.023888888 44.691944444),26.55,1049,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20Recoules-d%27Aubrac%2048.svg
Fourques-sur-Garonne,47101,1318,Point(0.158333333 44.448611111),13.96,28,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Fourques-sur-Garonne.svg
Limoux,11206,10066,Point(2.218611111 43.056944444),32.41,172,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Limoux%20%28Aude%29.svg
Sainte-Enimie,48146,527,Point(3.411388888 44.366388888),87.34,480,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Sainte-Enimie%20%28Loz%C3%A8re%29.svg
Saint-Amans,48133,151,Point(3.45 44.663055555),9.98,1050,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Ville%2048%20Saint-Amans.svg
Pied-de-Borne,48015,180,Point(3.984722222 44.475555555),27.89,450,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Pied-de-Borne.svg
Villefloure,11423,165,Point(2.381111111 43.123333333),16.69,198,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Villefloure%20%28Aude%29.svg
Villardonnel,11413,498,Point(2.311388888 43.335555555),16.63,193,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Villardonnel%20%28Aude%29.svg
Cluny,71137,4830,Point(4.659166666 46.434444444),23.71,226,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20Cluny.svg
Cluny,71137,4830,Point(4.659166666 46.434444444),23.71,574,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20Cluny.svg
Sainte-Colombe-de-Peyre,48142,190,Point(3.239166666 44.690277777),21.9,1018,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville-fr%20Sainte-Colombe-de-Peyre.svg
Privas,07186,8266,Point(4.599166666 44.735),12.14,294,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Privas.svg
La Gouesnière,35122,1893,Point(-1.894166666 48.605277777),8.74,17,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20La%20Gouesni%C3%A8re.svg
Le Recoux,48125,134,Point(3.147222222 44.337777777),23.69,788,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville-fr%20Le%20Recoux%20%28Loz%C3%A8re%29.svg
Bagnols-les-Bains,48014,214,Point(3.665277777 44.505833333),2.4,898,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville-fr%20Bagnols-les-Bains.svg
Ahun,23001,1432,Point(2.045 46.086388888),33.74,331,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ahun.svg
Saint-Domet,23190,176,Point(2.3 46.043333333),15.33,422,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Ville%20fr%20Saint%20Domet%20%2832%29.svg
Molleville,11238,130,Point(1.834166666 43.312222222),3.59,223,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Molleville%2011.svg
Saint-Martin-le-Vieil,11357,226,Point(2.144722222 43.294722222),13.25,130,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Saint-Martin-le-Vieil%20%28Aude%29.svg
Alès,30007,40219,Point(4.080833333 44.127222222),23.16,134,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Ales%20%28Gard%29.svg
Haroué,54252,510,Point(6.177777777 48.468611111),4.14,245,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Harou%C3%A9%2054.svg
Béchamps,54058,86,Point(5.738611111 49.210555555),9.28,225,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Bechamps%2054.svg
Montluçon,03185,35653,Point(2.6025 46.34),20.67,207,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20ville%20fr%20Montlu%C3%A7on%2803%29.svg
